date,last,open,high,low,%change,volume,is_trading_day,sentiment_score,impact_score,has_news,medium_term_score,prominence,topic_regulatory_news,topic_ai_sector,topic_corporate_changes,topic_financial_performance,topic_investor_sentiment,topic_competition,topic_market_conditions,timeliness,confidence,topic_technology,short_term_score,relevance_score,direct_impact,target_mentioned,sentiment_label,day_of_week,day_of_month,month,year
2024-02-21,-2.5124165237562814,-2.4744829645366693,-2.5319313703875013,-2.4745905529333276,-0.8539479648112768,2.3592919649927846,1,0.5151515151515151,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.09090909090909091,0.0
2024-02-22,-1.9579266045750283,-2.1258950080618773,-2.052498821213803,-2.0716158599649446,4.471386890925794,3.535004430321963,1,0.9418181818181819,0.9426523297491041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7,0.09090909090909091,0.0
2024-02-23,-1.9439015659688186,-1.8398741206979452,-1.8633012656514545,-1.9022350291689492,0.03406891243111295,3.2948174043671297,1,0.9030303030303031,0.9147025813692481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333333,0.09090909090909091,0.0
2024-02-26,-1.9303774215985436,-1.893999601119245,-1.9494802569285448,-1.8552128880822993,0.031302504713846935,1.1060282140500737,1,0.7381818181818183,0.8333333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.09090909090909091,0.0
2024-02-27,-1.949912296800051,-1.9098896504172416,-2.007428199339002,-1.9229652204006977,-0.201075743536498,0.3508952707863042,1,0.7575757575757576,0.824915824915825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8666666666666667,0.09090909090909091,0.0
2024-02-28,-2.002005297337405,-1.9972849215562203,-2.0346686850875075,-1.9244820636615574,-0.43068758406957697,0.36037899261762085,1,0.4414545454545455,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.09090909090909091,0.0
2024-02-29,-1.9293756331266716,-1.9242900075935503,-1.982168839826752,-1.8627971043865978,0.45179647773828074,1.1283586796387057,1,0.7423376623376623,0.7950937950937952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9333333333333333,0.09090909090909091,0.0
2024-03-01,-1.7705921603349308,-1.8791026799023738,-1.8677587996830283,-1.8076851325753633,1.041041321515941,0.9390205452049736,1,0.9309090909090909,0.9065656565656566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.0
2024-03-04,-1.6223274664978482,-1.6740217311501102,-1.6008020393476734,-1.5912821606927183,0.9303850128253006,1.8569910101256046,1,0.5927272727272728,0.6565656565656566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1818181818181818,0.0
2024-03-05,-1.5862630815104497,-1.6174134305259986,-1.6795518072388078,-1.6064505933013147,0.1696228905771475,1.2181513650628735,1,0.6581818181818182,0.7525252525252526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.13333333333333333,0.1818181818181818,0.0
2024-03-06,-1.4490180608639605,-1.4808583193713438,-1.5002598828577343,-1.423923787577869,0.8141958887001282,1.6343589586244844,1,0.7381818181818183,0.797979797979798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666669,0.1818181818181818,0.0
2024-03-07,-1.2501630491973323,-1.374593614690994,-1.3491990073432942,-1.2939808815642249,1.1710624842274437,1.8065456812356226,1,0.7454545454545455,0.7777777777777779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.1818181818181818,0.0
2024-03-08,-1.5076226864684832,-1.1273047224909276,-1.1198836454967829,-1.4502157374327695,-1.6008780484730996,-2.2760284160498747,1,0.6592207792207793,0.6854256854256855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23333333333333334,0.1818181818181818,0.0
2024-03-11,-1.5957800719932353,-1.559812001820762,-1.5458257862915983,-1.5685295117798232,-0.6188033088436657,2.2789830013999333,1,0.37163636363636365,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1818181818181818,0.0
2024-03-12,-1.2882310111284756,-1.4793686272496565,-1.3893168136274572,-1.4684178565630854,1.9152261601720009,2.2098392706013983,1,0.5345454545454545,0.5808080808080809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3666666666666667,0.1818181818181818,0.0
2024-03-13,-1.3393222231939566,-1.3299028510403794,-1.4120997653443887,-1.353137768737751,-0.37535942972425673,1.9921172311122362,1,0.9127272727272727,0.9141414141414141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.1818181818181818,0.0
2024-03-14,-1.4870860227951035,-1.403394329043612,-1.4541986978648063,-1.445665207650191,-0.9618378657846512,1.7675346268940366,1,0.5594805194805195,0.670995670995671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.43333333333333335,0.1818181818181818,0.0
2024-03-15,-1.4920949651544642,-1.5349837997926428,-1.508679669361818,-1.4628560979399332,-0.09871865799765558,2.035029390887981,1,0.4181818181818182,0.48209366391184577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4666666666666667,0.1818181818181818,0.0
2024-03-18,-1.461039522526427,-1.363172641758059,-1.367524425028652,-1.4213957154764363,0.12812677481815732,2.215892710068196,1,0.6703030303030303,0.7441077441077442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.1818181818181818,0.0
2024-03-19,-1.413955464348434,-1.5464047727255779,-1.4596467950145073,-1.5260579004757526,0.2304838603569998,2.2373487899560685,1,0.8462337662337662,0.8492063492063493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6,0.1818181818181818,0.0
2024-03-20,-1.3653687234626333,-1.3924699201512396,-1.4660854552823366,-1.363755671563769,0.23601667579153182,0.9384824616968137,1,0.8014973262032086,0.839572192513369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6333333333333333,0.1818181818181818,0.0
2024-03-21,-1.3122739344534073,-1.2683289100106443,-1.3551423860520586,-1.2535317279413,0.26091434524692586,0.9472935791429306,1,0.831919191919192,0.8540965207631875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.1818181818181818,0.0
2024-03-22,-1.1690181829756856,-1.3259303387158803,-1.2496474139714826,-1.2317903078689785,0.7975974423965321,1.6626083428028742,1,0.6993939393939395,0.6902356902356903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.1818181818181818,0.0
2024-03-25,-1.1334546922242235,-1.1868924073584137,-1.151086383717799,-1.0962856432321817,0.14472522112175343,1.4300217464007976,1,0.5345454545454545,0.598845598845599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1818181818181818,0.0
2024-03-26,-1.2556728857926294,-1.0920486756109988,-1.1704023645212847,-1.147352699681124,-0.7764885487278284,1.1711363185374104,1,0.7090909090909091,0.7575757575757577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8333333333333334,0.1818181818181818,0.0
2024-03-27,-1.3713794542938664,-1.2281072227250913,-1.3259207740672987,-1.318250373737979,-0.7571236947069664,1.6582364142990758,1,0.7381818181818183,0.8080808080808082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8666666666666667,0.1818181818181818,0.0
2024-03-28,-1.3658696176985696,-1.3825386393399919,-1.4220053965256638,-1.3147110727959734,-0.03232487278327132,0.6435454387867194,1,0.46472727272727277,0.4747474747474748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9,0.1818181818181818,0.0
2024-04-01,-1.3658696176985696,-1.3676417181231206,-1.3764394930917998,-1.3142054583756866,-0.06275535767319744,0.7594351743566379,1,0.8254545454545454,0.8451178451178452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
2024-04-02,-1.4114509931687536,-1.459506065627161,-1.4819344651723758,-1.394092536780962,-0.34492894483433056,0.6290844445049246,1,0.4763636363636364,0.47979797979797983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03333333333333333,0.2727272727272727,0.0
2024-04-03,-1.4359948107296225,-1.4580163735054739,-1.4680665815185912,-1.3546546119986107,-0.21767418984009407,0.20541094226759637,1,0.5096103896103896,0.6132756132756133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.06666666666666668,0.2727272727272727,0.0
2024-04-04,-1.5892684469260656,-1.3621795136769344,-1.4551892609829342,-1.4820694459108228,-1.0171660201299715,0.64186392782372,1,0.625974025974026,0.6565656565656566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.2727272727272727,0.0
2024-04-05,-1.4835797631435506,-1.5379631840360173,-1.5616747961816377,-1.4795413738093894,0.6122481253397093,0.404569100725245,1,0.7090909090909091,0.772005772005772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.2727272727272727,0.0
2024-04-08,-1.527658455905927,-1.4470919646131015,-1.544339941614407,-1.4390922201864653,-0.3393961293997986,-0.37874596627839435,1,0.8254545454545454,0.8922558922558923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.2727272727272727,0.0
2024-04-09,-1.6168176299025512,-1.5096590337239617,-1.603278447142992,-1.6266751701127773,-0.6298689397127298,1.1032032756322347,1,0.6276363636363637,0.6161616161616162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.26666666666666666,0.2727272727272727,0.0
2024-04-10,-1.5321665040293513,-1.6839530119613573,-1.6151652045605214,-1.5917877751130052,0.4794605549109408,0.6214840149521673,1,0.36,0.3282828282828283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2727272727272727,0.0
