date,last,open,high,low,%change,volume,is_trading_day,sentiment_score,impact_score,has_news,medium_term_score,prominence,topic_regulatory_news,topic_ai_sector,topic_corporate_changes,topic_financial_performance,topic_investor_sentiment,topic_competition,topic_market_conditions,timeliness,confidence,topic_technology,short_term_score,relevance_score,direct_impact,target_mentioned,sentiment_label,day_of_week,day_of_month,month,year
2021-05-19,-0.8675451272220556,-0.950067113137162,-0.8857445751813617,-0.942819275025662,2.412895468283286,-0.3504798429390671,1,0.7592592592592593,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.36363636363636365,0.0
2021-05-20,-0.7481906334923746,-0.8662800518183558,-0.7749052243167216,-0.8507418448647469,2.8693789354270063,-0.3469213220259627,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6333333333333333,0.36363636363636365,0.0
2021-05-21,-0.7913621771195297,-0.7774708251164906,-0.7471864219167323,-0.7842596829533863,-1.0529975229931112,-0.3485606406488535,1,0.5694444444444444,0.575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.36363636363636365,0.0
2021-05-24,-0.7989913192512966,-0.79015269597587,-0.8152104428129544,-0.8072699383356315,-0.23020016246245437,-0.35163936098940446,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666667,0.36363636363636365,0.0
2021-05-25,-0.7913621771195297,-0.7977762707659813,-0.7824714174685945,-0.7893568914241369,0.1304781325646829,-0.35443819766263257,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8,0.36363636363636365,0.0
2021-05-26,-0.7532526235324095,-0.7799999731511247,-0.7749052243167216,-0.7663466360418916,0.8518347226189574,-0.35535781542669326,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,0.36363636363636365,0.0
2021-05-27,-0.7913621771195297,-0.7520709527115226,-0.777415335788907,-0.771480253144576,-0.9346499574373318,-0.3567172503822612,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8666666666666667,0.36363636363636365,0.0
2021-05-28,-0.7659799127759259,-0.7850943999066019,-0.7874916404129652,-0.7663466360418916,0.5531480095496094,-0.3559975495234311,1,0.5,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.36363636363636365,0.0
2021-05-31,-0.6872298105816681,-0.7470126566422545,-0.7119372851001872,-0.7407877764242711,1.7929796487053935,-0.34848067388676124,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.36363636363636365,0.0
2021-06-01,-0.6068887972319706,-0.5822567275289487,-0.5938544697015266,-0.5810266994981756,1.7704372552661976,-0.3496002085560525,1,0.6388888888888888,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4545454545454545,0.0
2021-06-02,-0.6540376187477247,-0.6058139349372548,-0.623079338984827,-0.6403727695504855,-1.0868111131519054,-0.35171932775149667,1,0.5,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03333333333333333,0.4545454545454545,0.0
2021-06-03,-0.6628961013177859,-0.6676696697271626,-0.6844694938474164,-0.6611256897528269,-0.24710695754185139,-0.35103961027371267,1,0.2222222222222222,0.19999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.06666666666666668,0.4545454545454545,0.0
2021-06-04,-0.6776120295056017,-0.6676696697271626,-0.6932190252647481,-0.6759804115818714,-0.38236131817702784,-0.348040856695254,1,0.40740740740740744,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.4545454545454545,0.0
2021-06-07,-0.7365842134720088,-0.6794482734313155,-0.7049089729780683,-0.7590649096551051,-1.3798622278614543,-0.3485606406488535,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4545454545454545,0.0
2021-06-08,-0.7925553604861093,-0.75600919750831,-0.7546091801273375,-0.770934123665567,-1.3460486377026601,-0.3496401919370986,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23333333333333334,0.4545454545454545,0.0
2021-06-09,-0.766052226919355,-0.7972343104728454,-0.7809294918499664,-0.8184109797074149,0.5756904029888055,-0.34920037474559135,1,0.5,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.26666666666666666,0.4545454545454545,0.0
2021-06-10,-0.7601586242298858,-0.7648612156295292,-0.7692395441366462,-0.7590649096551051,0.08539334568629074,-0.3557176658561083,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.3,0.4545454545454545,0.0
2021-06-11,-0.7130098027141317,-0.7707505174816057,-0.7282888684047086,-0.7501812034632256,1.0490806652119231,-0.3550379483783243,1,0.5,0.7333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.4545454545454545,0.0
2021-06-14,-0.7041513201440706,-0.7118574989608408,-0.7078493892740568,-0.6997188396027952,0.15302052600387897,-0.3541183306142636,1,0.5,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,0.4545454545454545,0.0
2021-06-15,-0.7218321282124783,-0.7030054808396216,-0.7107539468347284,-0.6937842325975643,-0.4556240968544151,-0.3578367850515525,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4666666666666667,0.4545454545454545,0.0
2021-06-16,-0.7247970080930702,-0.720673386395851,-0.7078493892740568,-0.7086389544266087,-0.11748819526647396,-0.35455814780577094,1,0.7592592592592593,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4545454545454545,0.0
2021-06-17,-0.7395129362808861,-0.7530826119253763,-0.7517046225666659,-0.7264427754423016,-0.38799691653682683,-0.35563769909401605,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5333333333333333,0.4545454545454545,0.0
2021-06-18,-0.7041513201440706,-0.7236361026649938,-0.7195393369873769,-0.7086389544266087,0.7673007472219721,-0.35827660224305974,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5666666666666667,0.4545454545454545,0.0
2021-06-21,-0.6511088959388474,-0.708894782691698,-0.6581491821247876,-0.6937842325975643,1.1617926324079033,-0.3477609730279312,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4545454545454545,0.0
2021-06-22,-0.6570024986283166,-0.6352604441976373,-0.6493996507074559,-0.6285035555400235,-0.17947977722426317,-0.3579167518136447,1,0.5277777777777778,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.7,0.4545454545454545,0.0
2021-06-23,-0.6717184268161325,-0.6588176516059432,-0.6786245199907563,-0.6670602967580579,-0.3767257198172288,-0.3586764360535209,1,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7333333333333333,0.4545454545454545,0.0
2021-06-24,-0.6776120295056017,-0.6882641608663257,-0.6990639991214082,-0.6729949037632889,-0.1851153755840622,-0.35839655238619805,1,0.5,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7666666666666667,0.4545454545454545,0.0
2021-06-25,-0.6628961013177859,-0.6764855571621727,-0.6844694938474164,-0.6641111975714094,0.28263928827925644,-0.35915623662607427,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4545454545454545,0.0
2021-06-28,-0.6481440160582554,-0.6352604441976373,-0.6639941559814476,-0.6285035555400235,0.28263928827925644,-0.3574369512410913,1,0.5,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4545454545454545,0.0
2021-06-29,-0.5627048555968086,-0.6205552549105505,-0.5792599644275348,-0.6017796197005171,1.8549712306631827,-0.34284301715925886,1,0.875,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.9333333333333333,0.4545454545454545,0.0
2021-06-30,-0.5803856636652163,-0.5498836326856326,-0.5763195481315463,-0.5513536644720207,-0.43308170341521907,-0.3584365357672442,1,0.6388888888888888,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9666666666666667,0.4545454545454545,0.0
2021-07-01,-0.5538463730267474,-0.5763674256768723,-0.5821645219882065,-0.5513536644720207,0.5249700177506142,-0.3581966354809675,1,0.5,0.7333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5454545454545454,0.0
2021-07-02,-0.46544233268470864,-0.5410316145644133,-0.4769549925683248,-0.5246297286325143,1.8493356323033838,-0.3477609730279312,1,0.6825396825396826,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,0.5454545454545454,0.0
2021-07-05,-0.44186792192683166,-0.3731684464371286,-0.4038748899924152,-0.46229815076162206,0.440436042353629,-0.3522790950861423,1,0.5,0.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.5454545454545454,0.0
2021-07-06,-0.6098536771125626,-0.4468027849311893,-0.4623246285590161,-0.5810266994981756,-3.515754006225283,-0.35367851342275636,1,0.6111111111111112,0.7333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666669,0.5454545454545454,0.0
2021-07-07,-0.5066975515109934,-0.6087766512063976,-0.520774367125617,-0.6403727695504855,2.2156495256903197,-0.34280303377821275,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.5454545454545454,0.0
2021-07-08,-0.5273070823882785,-0.508622389034888,-0.5354047311349257,-0.5216806294458658,-0.48380208865341023,-0.3549579816162321,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.23333333333333334,0.5454545454545454,0.0
2021-07-09,-0.5302719622688704,-0.532179596443194,-0.49154949784231655,-0.5276152364510968,-0.11185259690667493,-0.35219912832405004,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26666666666666666,0.5454545454545454,0.0
2021-07-12,-0.6363568106793169,-0.555772934537709,-0.558784626561566,-0.6819150185871024,-2.309735957228292,-0.33388673980492883,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.5454545454545454,0.0
2021-07-13,-0.6098536771125626,-0.6117032367893313,-0.6289243128414871,-0.6403727695504855,0.5362412144702123,-0.3557576492371544,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.5454545454545454,0.0
2021-07-14,-0.6628961013177859,-0.591108745650168,-0.6201747814241555,-0.649256475742365,-1.2164298754272829,-0.35467809794890925,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43333333333333335,0.5454545454545454,0.0
2021-07-15,-0.6570024986283166,-0.6764855571621727,-0.6493996507074559,-0.649256475742365,0.07975774732649174,-0.3533186629933413,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.4666666666666667,0.5454545454545454,0.0
2021-07-16,-0.6157472798020318,-0.6411497460497138,-0.6084848337108353,-0.625518047721441,0.8743771160581535,-0.35539779880773936,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5454545454545454,0.0
2021-07-19,-0.6776120295056017,-0.661780367875086,-0.655244624564116,-0.655191082747596,-1.4136758180202484,-0.3505598097011593,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5454545454545454,0.0
2021-07-20,-0.6157472798020318,-0.673558971579239,-0.6435546768507958,-0.6729949037632889,1.347767378281271,-0.3541183306142636,1,0.75,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6333333333333333,0.5454545454545454,0.0
2021-07-21,-0.6216408824915011,-0.614665953058474,-0.6113893912715068,-0.607714226705748,-0.17947977722426317,-0.35019995927174424,1,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5454545454545454,0.0
2021-07-22,-0.5391304448389316,-0.6323338586147035,-0.5616891841222377,-0.6047651275190995,1.7704372552661976,-0.34504210311679523,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7,0.5454545454545454,0.0
2021-07-23,-0.5066975515109934,-0.5381050289814796,-0.46526504485500464,-0.5305643356377453,0.6433175833063937,-0.33392672318597494,1,0.5925925925925926,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333333,0.5454545454545454,0.0
2021-07-26,-0.4123999084794854,-0.5115851053040308,-0.4360401755717042,-0.48603657878254597,1.9451408044199672,-0.33864476214941663,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.5454545454545454,0.0
2021-07-27,-0.42711583666730124,-0.3908363519933581,-0.40681530628840373,-0.41780680253835667,-0.34854772801823375,-0.3423232332056593,1,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8666666666666667,0.5454545454545454,0.0
2021-07-28,-0.4624774528041168,-0.43795076680997,-0.44188514942836427,-0.4415452305592806,-0.7768532033629593,-0.3502799260338365,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.5454545454545454,0.0
2021-07-29,-0.421222233977832,-0.46150797421827605,-0.4360401755717042,-0.4415452305592806,0.8067499357405653,-0.34852065726780734,1,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9333333333333333,0.5454545454545454,0.0
2021-07-30,-0.40354142590942427,-0.41735627567080685,-0.4097198638490753,-0.40888668771454323,0.31081728007825155,-0.34464226930633407,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9666666666666667,0.5454545454545454,0.0
2021-08-02,-0.35639260439367026,-0.40261495569751105,-0.35711509913913453,-0.37327904568315734,0.9081907062169476,-0.3458417707377176,1,0.8888888888888888,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.6363636363636364,0.0
